text,target,char_len,word_count
Bacha bacha k rakhna prta tha mug b :-P,Neutral,31,9
mehnga hai yaaar,Neutral,14,3
me b aisa cup le lon 😉😉,Neutral,17,7
Mera liya bhi Lyna aik,Neutral,18,5
ye mery pas hona chahye,Neutral,19,5
tumhara chhoooot ka glass,Neutral,22,4
ye cup teri bday gift k liye kesa hai?,Neutral,30,9
Han ya na,Neutral,7,3
yar ye aik cup to gift kr dy mujy 😜,Neutral,26,10
tum b mjy ye gift kr skti hu,Neutral,21,8
Han waqai,Neutral,8,2
ye cup offc mn hna chahye😂,Neutral,21,6
Q tme kis k sath bharwana h,Neutral,21,7
Wo abhii dor hen nahi bhar sakta .hosla rakh,Neutral,36,9
Hosly s bethi hn m akeli h thk,Neutral,23,8
Chl jhoti,Neutral,8,2
tm log to ye le ao cup 😂,Neutral,17,8
🤔 kya khayal hy print karwain ?,Neutral,25,7
sun rahi ho :-P,Neutral,12,4
Lol tum yeh khareed lo,Neutral,18,5
Bukhari saab kia haal hein... 😉,Neutral,26,6
Jo mun se nikal gyi thi Vo kya thee !!,Neutral,29,10
Sae aye bacha,Neutral,11,3
Chal tujy lagta hai to koi bat nai,Neutral,27,8
",  ,  behna b kch asy e h 😂",Neutral,17,11
Wese maine to dosray chaudhry ko bola thaa ye ,Neutral,37,10
wo alag bat ha k tm log shareef react beh nai krty 😂,Neutral,40,13
apne hi karwaya h sb 😂,Neutral,17,6
Yeh islamabad ki kia baat ho rai hai bhai??,Neutral,35,9
ko b tag kro idr,Neutral,12,5
aaaiin me tera k gvayaa☹️,Neutral,21,5
yra mairay pass aik e shakal ha me dsri ni bna skta,Neutral,40,12
"Bhai public mey nh bta skta
Live btaongaa",Neutral,35,7
tujhay apnay kuch dost bohat shareef lagtay thay ,Neutral,41,9
Oh Behan mn Jo hn samne kehti hn :p chup chup k ni :p,Neutral,40,14
kahan warna tmnay,Neutral,15,3
Haha ye zerlish ko pata hai wo kehti thi esy,Neutral,35,10
Haan woh bhi ,Neutral,10,4
kuneee larkieee batta...assa ha ka naii,Neutral,34,6
...samjh gae ho mera ishara kis ki taraf hai 😉😉😉😉😉😂,Neutral,42,10
"ye post par kar direct Thera chehra, zehin may agay..",Neutral,44,10
Bus tu chorheee na mujhay after that game 🤦🏻‍♀️,Neutral,39,9
koi baat ni suba pkr len gy,Neutral,21,7
subah time nikal k krty hain sain ka bandobast,Neutral,38,9
Lazm hai,Neutral,7,2
Saen reaction dy raha hlky halky,Neutral,27,6
g m asaa kuch nh khti,Neutral,16,6
G apne Friday ko e ye alfaz milahaza fermae thy 😂,Neutral,39,11
Main apka btaou janu 🤔🤐😠,Neutral,20,5
"....
Specially chaudhary tmhary py suit krta... 😁😁😁😁😁",Neutral,47,7
koi shak ni and same goes fr u  😂😂😂😂😂,Neutral,28,10
Hn na dounoun hi pori ho 😂😂😂,Neutral,22,7
Khair shareef to hum hy nai lakin itny kameeny bhi nai hyn,Neutral,47,12
Waiiii,Neutral,6,1
dosto samj te gaye e ho gy k o dost kon aa.........,Neutral,40,12
Qurban bhe jaoo na,Neutral,15,4
"Yaad aa gayya
Kya matlab yaar kya matlab?? 😅",Neutral,37,8
ye dekho yaha shumaila ka zikr ho raha hai 😂😂😂😜,Neutral,38,10
Ji nai ....😜,Neutral,10,3
Abh to yehi kahogy😂😂 gawah mojood hain kaho to tag karun😂😂😂,Neutral,49,11
hum sb ki nazar main most deserving right now is......,Neutral,45,10
baki kisi k zehan main ho na ho tu bna de ga,Neutral,33,12
smjh gaee ma,Neutral,10,3
Apna title apny pas rakhyn😬,Neutral,23,5
Aap Hain yah,Neutral,10,3
Jo Tu Mera hamdard ha 😂😂😂,Neutral,20,6
ye mja  lg rhi :P,Neutral,12,6
Abi b soch kon se gany sun ri 😂😂😂,Neutral,25,9
Ya ap ki family ko tag krti hon mein...,Neutral,31,9
Ñôòr haha 😂yaad aaya,Neutral,17,4
Ahaah waqaii 😂😂😂,Neutral,14,3
tu waqai shareef react kandi aan bt tu...😂😂,Neutral,36,8
Hahahha hn wo kasy bol skta hn 😜😜pr shreef toe hn,Neutral,39,11
Ici liyee tu khaa,Neutral,14,4
Woo saroo ko pta,Neutral,13,4
yrr ye dekho ye tmhe jante hein😁😂😂,Neutral,28,7
Na g na tumhri baat hu rhe hn,Neutral,22,8
prdey me rehne do ...rukhsaar bibi ko😝😛,Neutral,33,7
Na bi mano tu bi sach sach Han by the way thankyou,Neutral,39,12
Yaar kuch bhi ?😂,Neutral,13,4
dil kr rha hy us ko tag krun,Neutral,21,8
kisko?,Neutral,6,1
am kon hy,Neutral,7,3
mera tou riaz ko tag krny ko dill kr rha,Neutral,31,10
Kr dun riaz chaudary ko tag,Neutral,22,6
gala karan da maqsad ae,Neutral,19,5
mera ishaara apki taraf hai😂😂😂🤣,Neutral,27,5
Yaahan kon shareef hai haan 😂👊,Neutral,25,6
aray yar mein tehri sedhi sadhi pre engg ki :D,Neutral,37,10
"koi fb pe kun nai ha
Usy btao wo k kam fb pe a rhy",Neutral,37,14
dekha yehi kehta hou tere baray mei,Neutral,29,7
Apni trf s nh haqeeqat m 😥👻,Neutral,21,7
bss or kch likha nai ja rha 😂😂😂,Neutral,24,8
Ha or kux lkhna b ni 😛😛😛,Neutral,18,7
Ahahha inbox Mai likhun ge bss 😂😂😂,Neutral,28,7
daikho tumhari baat ho rahi hai 😂,Neutral,27,7
Kon h hmary group main,Neutral,18,5
Hmaray group ki bat horahii hai😂😂😂,Neutral,29,6
Yh kon hy?😂😂🤔🤔,Neutral,12,3
Ye ap hain 🤣🤣🤣 beta,Neutral,15,5
ye dkh  ki baat ho rhi ha 😆😆😆,Neutral,21,9
smjh sako to smjho😉😉😉,Neutral,18,4
Hahahah ni ni wo ni bat😂😂😂😂,Neutral,22,6
Smjhana pry ga😂😂😂,Neutral,15,3
:p chota ko tag ker dein? Lol :D,Neutral,25,8
g 🤨 ay thk ay,Neutral,9,5
Shareef bh ar mesna v hahaha,Neutral,23,6
Sai ponchy 😀😀,Neutral,11,3
koi compare he nahi kar sakta 🤣🤣,Neutral,26,7
khud he samaj jao,Neutral,14,4
mny kea kiya,Neutral,10,3
hyn!!! esa kiya?? ,Neutral,15,4
bolny waly ny apni hi defination likh di h,Neutral,34,9
yad h wo girls ki bt? 😂,Neutral,17,7
Hahaha hayeee han yad hai😂😂😂,Neutral,24,5
tu jb achank mood main kuxh bolti hai 😂😂,Neutral,32,9
ye hmary  bhai Q,Neutral,12,5
sahii kaha janab,Neutral,14,3
😂 tu hay yeh meesnii😂,Neutral,17,5
beta karti hy tu naye logon k samnay😂😂,Neutral,31,8
smjh to gai ho gi kis ki baat ho rhe yahan :-D,Neutral,35,12
Han teri horae hai hahha,Neutral,20,5
Oh han sach pohnch gai main wahan,Neutral,27,7
Kis had tak Thea a,Neutral,14,5
eha hi galh aw na 😂😂,Neutral,15,6
meesnay se yaad ayaa 😂,Neutral,18,5
kiya kehna chahain gi aap?? 😜😜,Neutral,25,6
Tere sath reh k kuch to asar ana tha na,Neutral,30,10
Huma khursheed wese hum main sb se ziada shareef kon hy,Neutral,45,11
kia scene hai tmhra kal ka,Neutral,21,6
"Yaqeen kr lou, main btaaa rai hn, Yaqeen kr lou 😂😂",Neutral,40,11
Hahahahah. Yaqeen hai yaqeen tha yaqeen rahay ga  😂,Neutral,42,10
pata e hoga kon hai yeh,Neutral,18,6
beta ye parhte hi pehle ap yaad aye the,Neutral,31,9
yh ap k lye😂😂😂,Neutral,11,4
apki bat ho ri😍😂😂😂😂😂,Neutral,17,4
Ab to aysa e kaho gi  :) :v,Neutral,19,9
jaisa hoga wesa e kahun gi na😌😂,Neutral,25,7
ye kis ki bat ho rhi ha 🤔🤔🤔🤔,Neutral,21,8
samji nae,Neutral,8,2
tere bt hori ha yha,Neutral,15,5
Karnah para tag😁,Neutral,14,3
teri baat ho rai hai 😁,Neutral,17,6
Hhahah,Neutral,6,1
zee ho dera naka jiny ymmm,Neutral,21,6
Aesi bat nahi h,Neutral,12,4
Ab aya ont pahar k nichey,Neutral,20,6
Micro ka statement hai kia partially true 😂,Neutral,36,8
jab tum  k kapry pehnty ho 😂😂 Bhai ka reaction 😝,Neutral,37,12
Ab toh pooray he nae aatay 😄😃😀,Neutral,24,7
Aap ne aesa nai kia...jb abhi men ne aap ki frok pehni!!! :-P,Neutral,49,13
Hahaha new wala Pehno ge tera maroon one😂😂😂😂,Neutral,37,8
bachpan yaad agaya 😂 Jab main chup k makeup karti thi.,Neutral,44,11
"Mjey b kuch yd agaya 🤣
Your uni days 😂 Acha sorry 😝😜😘",Neutral,42,12
20 saal purani baat nahi karen 😑😑😑,Neutral,28,7
Bol kahan chupay ga😂🤣,Neutral,18,4
hahahha bht pehni h is ki shirts hm n :D,Neutral,31,10
or ab tak phenti arhi hu😂,Neutral,20,6
Koi nh hawn ab esa bhi nh hai😕,Neutral,23,8
Baji tumhare liye XD,Neutral,17,4
Han 😏 facebook par b agai ho..,Neutral,24,7
Naya trouser,Neutral,11,2
ap k sath kal ye ho ga zoha k anay k baad,Neutral,30,12
Don ko pakarna mushkil nahi naa mumkin hai😂😂😂😂,Neutral,39,8
ap aesay hi mere pichay hoti thin😂,Neutral,28,7
I guess humari bat ho rahi Hai 😂😂,Neutral,26,8
Bol kahan chupy ga 😂😂😂,Neutral,18,5
yeah toh tery wala kaam ho gaya 😂,Neutral,26,8
itna chupnay k bawajood u got me,Neutral,26,7
Ye kya tha 🤔🤔🤔,Neutral,11,4
Tmhara dress jo main pehan k gai thi limelight wala..,Neutral,44,10
Yaaar ksm seyy 😂😂😂 shugl hi lgta phr,Neutral,29,8
bol kaha chupay giii!!!,Neutral,20,4
Kuch yaad Aya haha,Neutral,15,4
bol kahan chupy ga :D,Neutral,17,5
Ahaha aw pta na snga tag sho da,Neutral,24,8
ap tu mery irady ko e chase kr leti hen,Neutral,30,10
Oye ye to tm Krti thi meray wear Krti thi,Neutral,32,10
Rabiyaaa be like😂😂 bol kaban chupega,Neutral,31,6
Ab mere bari hai,Neutral,13,4
kuch Yaad aya ? 😂,Neutral,13,5
Bol kahan chupe ga,Neutral,15,4
bol kahan chupyga :D,Neutral,17,4
Ghar ki baaat ghar mei hy rehny do :/,Neutral,29,9
to bol kaha chupe ge :D,Neutral,18,6
tumhari wali halat 😂😂😂,Neutral,19,4
Tum to aksar hi pehan k Chali jati... 😢😯😕,Neutral,33,9
Tmh sath bhi hua kbi aisa ?  🤣,Neutral,22,9
waqaiii mera yahi dil kerta 😑,Neutral,24,6
Khulle aam ghoomun gi🤣🤣,Neutral,20,4
watch ki dfa😂👻👿👿,Neutral,14,3
bolo phr kahan chupo gi,Neutral,19,5
😂😂 bol kahan chupay ga,Neutral,18,5
Konsi behan aese karti he,Neutral,21,5
Or  apen meri new shirt pehne thi,Neutral,26,8
jb apne mera new duptta pehna tha,Neutral,27,7
aryyyy yr kahan se laty ho ap log,Neutral,26,8
Ajkal cards koi nhi deta,Neutral,20,5
eid ai h zamany m selfi lo ja k m gusalKhany m❤😂,Neutral,37,12
😆same situation kuch mari b,Neutral,23,5
ma khudi p lon g itny pyar sy q kisi ko kehna 😂😂😂,Neutral,37,13
treat na sahi but coca cola hi sahi😂,Neutral,29,8
Azka! Nam tu suna hu ga?,Neutral,19,6
we would like to add GPK coca cola pila de 👻,Neutral,34,11
bss kya krn ap hain hi isi Qabil :P,Neutral,27,9
Na khila ma apay kha kinsan 😭,Neutral,23,7
haa achaan thi bas nikti ahyan,Neutral,25,6
Soch lo zahru ajaen? Sath kml or anu bh hngi. .,Neutral,37,11
Abu ense kahyn Zahra kahin gai Hy 😂😂😜😜😜😜,Neutral,33,8
G ni is din mny kch Ni kaha m SOI Hui thi,Neutral,30,12
Hahaha hahahshshshhasaahahahaha,Neutral,30,2
Hahahaha.,Neutral,9,1
sahi kaha😎,Neutral,9,2
BTDL coca cola pila de😂😂,Neutral,20,5
Mai hun pyaar teraaa,Neutral,17,4
hunn pila e day bhn bht ho gae😝,Neutral,24,8
happy meal k sath beta ab bnta h mera 😂 😂 😂 😂,Neutral,33,13
Line py raho to better ha beta 😏😂,Neutral,26,8
Tmhare Viral Pic Yaad a Gye ....Foujia 😂,Neutral,33,8
yaad aaya kuch ? 😂😂😂,Neutral,16,5
Hahahhaha haaaan na hmari b yunhi chali the saari😂😂😂,Neutral,44,9
bus yehe rah gye tha 🤣,Neutral,17,6
Bsss pila he dy ab to 😁😁😁,Neutral,19,7
Maheen jab be piti ose yed he rehti ye bat 😂,Neutral,34,11
ki cococola ab bh due hy 😂,Neutral,20,7
Jannat m anaa wahn pilu gi😂😂,Neutral,23,6
Hatim sy boly gi wahan,Neutral,18,5
Hihihi wahn to drwazy ni na hon gy htm k 😂,Neutral,32,11
Jannat main coldrink nh mli toh,Neutral,26,6
k sath 😝,Neutral,6,3
Padriiiia coca cola pila dy.......😜😛,Neutral,32,5
soriyaan coco cola pila dey,Neutral,23,5
pila dy na,Neutral,8,3
Last version yhi rh gya h,Neutral,20,6
dekh lo ab tum 🤣,Neutral,12,5
Today coco cola day... Lolllll,Neutral,26,5
khabeesni ishq hogya h tujse..😂😂,Neutral,28,5
Bajwa ye try liye 🤣🤣,Neutral,16,5
pein de siri .... coca kola pila dey .. .,Neutral,32,10
hunn ty pila dey,Neutral,13,4
Kinni piye gi?,Neutral,12,3
bht saari😂,Neutral,9,2
pheen diii sirrriiaaaa cocaacolla pillaa dyyyyy,Neutral,42,6
ahooooooo ye to reh e gea ta :p,Neutral,24,8
yh konsi aurat ha,Neutral,14,4
Isko please coca cola pila dein warna yeh barhti jaye gi...,Neutral,49,11
Zaroor waisy bhi washroom aya hoa h bht 😂😂,Neutral,34,9
Coca cola kaha h dew nai 😂😂,Neutral,21,7
aaj to waqyi pila d 😂,Neutral,16,6
ya parh k kam az kam aj coca cola pila dena,Neutral,33,11
lol tum bhi Kya yaad rakhogi kis sai pala para th,Neutral,39,11
apki language idhr ki nhi lgti na..,Neutral,29,7
ap n aik dfa bola tha k m b mzy ly lti hu r wo b 😂😂😂😂💃,Neutral,38,17
"naa hansti hoon,naa phansti hoon",Neutral,28,5
Na mumkinat me se hai,Neutral,17,5
jo baat hai,Neutral,9,3
Sai baat hai 😂,Neutral,11,4
Bilkul hasna b nai chye😁,Neutral,20,5
Phr hm try mar ly kia ahahhaha,Neutral,24,7
koe phsata bhi nae😂😂😂,Neutral,18,4
Ya apka lia ha😂😂😂,Neutral,14,4
Koi phasane wala nhi😄,Neutral,18,4
pata kr q Ni phansti ye,Neutral,18,6
mjh ph gae h😂,Neutral,10,4
Geee gee.... Bilkul 😂,Neutral,18,4
Cheekhti hu per naikalti NH 😂😜😝,Neutral,26,6
"Ap wesay Jo Man jati ho
Phesa Ker manana kio",Neutral,36,9
Desi Marlin Manro..😂😂😂,Neutral,20,3
Hahahaha jo baat han,Neutral,17,4
Agar ma passah lo tu,Neutral,16,5
tery sth aisa e ha naw 😂😂,Neutral,19,7
To phans b jaao 😁😁,Neutral,14,5
Bcozzz chasskay leti hai,Neutral,21,4
laughing gas ko bhej do 😂,Neutral,20,6
Talha handsome h phansna to tha e😂😂,Neutral,29,7
wohi tuo behj raha 😂,Neutral,16,5
tm tou essay likhny beth gay ho... 😂😂,Neutral,30,8
Likhaaaaaa such hay magr app bhi adreeeee hon shyd,Neutral,42,9
"Us while sitting on our fixed point in university 😂😂😛 ,  ,",Neutral,46,13
Addaa humhara😂,Neutral,13,2
Wesay apas ki baat h mene b pehlay yhi prha😌😌😂,Neutral,37,10
"or phr at the end ""kher choro hmen kia"" ",Neutral,31,10
apni baat karo bh😂😂😂,Neutral,17,4
Hahhah aa jou kar lo experience 😂😂,Neutral,28,7
Tips ka tour lgaty hain kisi din lol,Neutral,29,8
Takey ab log hamey judge karein 😂😂,Neutral,28,7
Hm bohat hochuky hain.ab hmari bari hai,Neutral,33,7
Yeh bhi hey,Neutral,9,3
alag hi maza hai isme.,Neutral,18,5
Judge b krte sath m larkiyan taarte b😁,Neutral,31,8
Khud nazar agaya tha 😭😭,Neutral,19,5
hahaha ji ji bs rasty me hn.. tm ready rhna hmesha 😉😄😇,Neutral,43,12
Pipeline me ee phns gayii ha tmhari joining..:D,Neutral,40,8
aimen baji da karuunaa deer kayee har cha ta e khyal e,Neutral,43,12
Aa jao..😂😂,Neutral,9,2
Hahahh bilkul yad a 🤣🤣,Neutral,18,5
aksr shadiyoun Mai zehmat kr he lyty hen hum b..😂😂😉😆,Neutral,43,10
Aur apka baar baar batana 😂😂😂,Neutral,24,6
Tu bs name bta 😁😂😂😂,Neutral,15,5
Nargis ky nakhray 😁😶,Neutral,17,4
and  foundation ka tym yaad agyeh 😁?🤓😝😜,Neutral,32,8
Sahi mein haha 🤣🤣,Neutral,14,4
yahi tou kartai hai hum hamesha 😂😂😂,Neutral,29,7
Ye shaid ap dono ki baat ho re? 😂😂,Neutral,26,9
Mujhe wo c2 walay 'cute expressions' yaad agaye hain 😂,Neutral,45,10
Hahaha konse?,Neutral,12,2
Wo couple ki cute harkatein 😂😂,Neutral,25,6
Tanvi Patil hahaha. It says ao logoun ko judge kartay hein.,Neutral,49,11
yar California py beyt k hm b kuch aesa hi krrhy thy,Neutral,41,12
Gilani jb hum kisi shadi m ja k bore hoty hen 😂😂,Neutral,37,12
please ajao meine kafi time se kisi ko sahi se judge nae kia 🙈,Neutral,49,14
waqt agaya hai dubara 💃💃💃,Neutral,21,5
neechay walay benches par,Neutral,22,4
aaao happy ko judge kertay hain,Neutral,26,6
"Bndy k sath meray ghr shift ho ja
Dono multan a jao 😂",Neutral,42,12
N m cent percent serious about it,Neutral,27,7
Bus phir hamaray banday to alag ghar hi le k rahen ge :D,Neutral,44,13
Aisay logon ko ignore krty hain,Neutral,26,6
Or jo sath beth k karain esi harkatain 😂,Neutral,32,9
Log aisy nae thy..hum new thy wahan 😂,Neutral,30,8
jb hum rating krtay thay😂😂😂,Neutral,23,5
",  Uni me, yad he bss yehi aik kam tha hmara",Neutral,33,12
Ofcourse ye bhi koi brany wali bt h bajoo😂😂😂,Neutral,36,9
Krhe t tm nai mili behn,Neutral,18,6
Wah sain yeh dono mili m nh :),Neutral,23,8
Ofcource ye kaam to sb se ziada krnaa h 😂,Neutral,32,10
pehli dafa mein hi judge kar letay hain hum :p,Neutral,37,10
Ker saktay hain loug mere main yeh talent nahin hai :p,Neutral,44,11
humara favourite mashgalla. 😂😂😂😂,Neutral,29,4
kb karain gy phir se??? I miss that 😔,Neutral,29,9
Tu krti thi or main us pr yes no kr k mohr lagati thi :D lol,Neutral,45,16
Hahah..waqai..tu ny ult bol dya😅,Neutral,28,5
😂 how we spend time while going back to home😂,Neutral,36,10
ao university chaltay hain 😝,Neutral,24,5
batao na bhala kon kerta hay yeh kam😃,Neutral,30,8
koi nawa kam daso,Neutral,14,4
pehchan sakti ho in 2 orton ko 🤣🤣🤣🤣🤣🤣,Neutral,30,8
isi liye comment py react kia 🤣🤣🤣🤣,Neutral,28,7
apni apni soch ha mainy to kisi ka name nahi leya 😂😂,Neutral,41,12
chalo bhaeee hm bhi unhi mai hai 🤣🤣🤣,Neutral,29,8
"maqool, na maqool 🤣",Neutral,16,4
ek reh gaya maqol na maqol 😂😂😂,Neutral,24,7
a rahi hun main 😂😂😂,Neutral,15,5
kehnay ki zarurat nahi humen 😂,Neutral,25,6
Rana kbhi ao na khushboo lga k ☻,Neutral,25,8
Khushboo khtm hy.. lga k aun g. After buying😁😂😂😂,Neutral,40,9
ham to rooz hi krty hen😂,Neutral,19,6
Phr end mai apna kya lena dena😂,Neutral,25,7
Han choro😂,Neutral,9,2
Chalo chalo Imran k sath🚶‍♀️,Neutral,24,5
usso ki saas yad agaen su ki engagement mai hahaha.......,Neutral,48,10
aoo bai aoo 😂😂💓💓,Neutral,13,4
Hahahahhahha mujhy sania yaad aa gyi 😂😂,Neutral,33,7
Hamara favorite kam,Neutral,17,3
hmara fav kam. Ao karty hain,Neutral,23,6
Hum itny shouq se karty hain😇😆😆,Neutral,26,6
uski suna kya kar ra h ajkal? 😂,Neutral,24,8
"Tm to bat he na karo, partner ho tm mere 😂",Neutral,32,11
aoo unii m suba jajj kraaa gaaa,Neutral,25,7
😂😂😂bht din ho Gaye ni Kia bht sey log bach Gaye 😁😁,Neutral,39,12
Jb kaho mi lety....me weli hon.....ab😀,Neutral,33,6
Shukr j tusi v vely hua😂😂,Neutral,20,6
Phly btati aj he mil lyty😑,Neutral,21,6
Yeh tou hum kb sy krty arhy hain 😂,Neutral,26,9
aj kl k farigh logon ki behtren activity..😂😂,Neutral,37,8
Hm to busy b hon to Ic kam k liye tym nikl lyty😂😂😂,Neutral,38,13
aao yaar yahi tw karte hain ham 😂😂✌,Neutral,28,8
Roz ki kahani.😂,Neutral,13,3
Hahahahaha cheema and polly ko to kar lain na 😂😂😂,Neutral,40,10
Das mint hain abi 😉😉,Neutral,16,5
Ma ball bna rahi 😉😉,Neutral,15,5
jo hum hamaysha kartay hai,Neutral,22,5
ludo pr humara kaam😂,Neutral,17,4
court ka daur yaad agya,Neutral,19,5
ao hum b krey 😂😂😂,Neutral,13,5
uni ma krty h hum😂,Neutral,14,5
😂😂😂 ma ni krti ma ni karti,Neutral,20,7
Lol hum uni jate hi iz liye hai 😂,Neutral,25,9
Meray walay kaam🤣,Neutral,15,3
shurawat kis sy kren?,Neutral,18,4
jo aj humne kia hai 😂,Neutral,16,6
Hahahahahaa chal janu zaroor 😂😂😂😂😂,Neutral,30,5
ao krte hain 😂,Neutral,11,4
muska yaad aagae mjy😂,Neutral,18,4
aaj ye game khailain gy...,Neutral,22,5
Hahahaha mje koi yad araha ha,Neutral,24,6
baqi dono ko khud tag kardena 😂,Neutral,25,7
